muni_code_6digit,muni_name,comarca_code,comarca_name,muni_code_5digit,has_edar
081458,Olèrdola,03,Alt Penedès,08145,1
081461,Olesa de Bonesvalls,03,Alt Penedès,08146,0
081477,Olesa de Montserrat,11,Baix Llobregat,08147,1
251497,Oliana,04,Alt Urgell,25149,0
251500,Oliola,23,Noguera,25150,0
251517,Olius,35,Solsonès,25151,1
081483,Olivella,17,Garraf,08148,0
081496,Olost,43,Lluçanès,08149,0
171143,Olot,19,Garrotxa,17114,1
251522,"Oluges, les",32,Segarra,25152,0
081445,Olvan,14,Berguedà,08144,0
251538,"Omellons, els",18,Garrigues,25153,0
251543,"Omells de na Gaia, els",38,Urgell,25154,0
171156,Ordis,02,Alt Empordà,17115,0
251556,Organyà,04,Alt Urgell,25155,0
081509,Orís,24,Osona,08150,0
081516,Oristà,43,Lluçanès,08151,0
081521,Orpí,06,Anoia,08152,0
081537,Òrrius,21,Maresme,08153,0
251569,Os de Balaguer,23,Noguera,25156,0
171169,Osor,34,Selva,17116,0
251575,Ossó de Sió,38,Urgell,25157,0
081542,Pacs del Penedès,03,Alt Penedès,08154,1
081555,Palafolls,21,Maresme,08155,0
171175,Palafrugell,10,Baix Empordà,17117,1
171181,Palamós,10,Baix Empordà,17118,1
251581,"Palau d'Anglesola, el",27,Pla d'Urgell,25158,1
171194,Palau de Santa Eulàlia,02,Alt Empordà,17119,0
171215,Palau-sator,10,Baix Empordà,17121,0
171208,Palau-saverdera,02,Alt Empordà,17120,0
081568,Palau-solità i Plegamans,40,Vallès Occidental,08156,1
431009,"Pallaresos, els",36,Tarragonès,43100,1
081574,Pallejà,11,Baix Llobregat,08157,1
430995,"Palma d'Ebre, la",30,Ribera d'Ebre,43099,0
089058,"Palma de Cervelló, la",11,Baix Llobregat,08905,1
171236,Palol de Revardit,28,Pla de l'Estany,17123,1
171241,Pals,10,Baix Empordà,17124,0
081580,"Papiol, el",11,Baix Llobregat,08158,1
171254,Pardines,31,Ripollès,17125,0
081593,Parets del Vallès,41,Vallès Oriental,08159,1
171267,Parlavà,10,Baix Empordà,17126,0
431016,Passanant i Belltall,16,Conca de Barberà,43101,0
171289,Pau,02,Alt Empordà,17128,0
431021,Paüls,09,Baix Ebre,43102,0
171292,Pedret i Marzà,02,Alt Empordà,17129,0
251641,Penelles,23,Noguera,25164,0
171306,"Pera, la",10,Baix Empordà,17130,0
081607,Perafita,43,Lluçanès,08160,0
431037,Perafort,36,Tarragonès,43103,0
171328,Peralada,02,Alt Empordà,17132,0
251654,Peramola,04,Alt Urgell,25165,0
431042,"Perelló, el",09,Baix Ebre,43104,0
081614,Piera,06,Anoia,08161,0
431055,"Piles, les",16,Conca de Barberà,43105,0
081635,Pineda de Mar,21,Maresme,08163,0
431068,"Pinell de Brai, el",37,Terra Alta,43106,0
251667,Pinell de Solsonès,35,Solsonès,25166,0
251673,Pinós,35,Solsonès,25167,0
431074,Pira,16,Conca de Barberà,43107,0
431080,"Pla de Santa Maria, el",01,Alt Camp,43108,0
081640,"Pla del Penedès, el",03,Alt Penedès,08164,0
171334,"Planes d'Hostoles, les",19,Garrotxa,17133,0
171349,Planoles,31,Ripollès,17134,0
259118,"Plans de Sió, els",32,Segarra,25911,0
251689,"Poal, el",27,Pla d'Urgell,25168,0
251692,"Pobla de Cérvoles, la",18,Garrigues,25169,0
081653,"Pobla de Claramunt, la",06,Anoia,08165,0
081666,"Pobla de Lillet, la",14,Berguedà,08166,0
431093,"Pobla de Mafumet, la",36,Tarragonès,43109,0
431107,"Pobla de Massaluca, la",37,Terra Alta,43110,0
431114,"Pobla de Montornès, la",36,Tarragonès,43111,0
251713,"Pobla de Segur, la",25,Pallars Jussà,25171,0
431129,Poboleda,29,Priorat,43112,0
081672,Polinyà,40,Vallès Occidental,08167,1
431135,"Pont d'Armentera, el",01,Alt Camp,43113,0
250306,"Pont de Bar, el",04,Alt Urgell,25030,0
171352,Pont de Molins,02,Alt Empordà,17135,0
251734,"Pont de Suert, el",05,Alta Ribagorça,25173,1
081825,"Pont de Vilomara i Rocafort, el",07,Bages,08182,0
431418,Pontils,16,Conca de Barberà,43141,0
081688,Pontons,03,Alt Penedès,08168,0
171365,Pontós,02,Alt Empordà,17136,0
251728,Ponts,23,Noguera,25172,0
171371,Porqueres,28,Pla de l'Estany,17137,1
431140,Porrera,29,Priorat,43114,0
171404,"Port de la Selva, el",02,Alt Empordà,17140,0
171387,Portbou,02,Alt Empordà,17138,0
251749,"Portella, la",33,Segrià,25174,0
431153,Pradell de la Teixeta,29,Priorat,43115,0
431166,Prades,08,Baix Camp,43116,0
431172,Prat de Comte,37,Terra Alta,43117,0
081691,"Prat de Llobregat, el",11,Baix Llobregat,08169,1
431188,Pratdip,08,Baix Camp,43118,0
081712,Prats de Lluçanès,43,Lluçanès,08171,0
081705,"Prats de Rei, els",06,Anoia,08170,0
251752,Prats i Sansor,15,Cerdanya,25175,0
251765,Preixana,38,Urgell,25176,0
251771,Preixens,23,Noguera,25177,0
082303,Premià de Dalt,21,Maresme,08230,0
081727,Premià de Mar,21,Maresme,08172,0
171390,"Preses, les",19,Garrotxa,17139,1
251790,Prullans,15,Cerdanya,25179,0
081751,Puig-reig,14,Berguedà,08175,0
171411,Puigcerdà,15,Cerdanya,17141,1
081748,Puigdàlber,03,Alt Penedès,08174,0
251804,Puiggròs,18,Garrigues,25180,0
431191,Puigpelat,01,Alt Camp,43119,0
251811,Puigverd d'Agramunt,38,Urgell,25181,0
251826,Puigverd de Lleida,33,Segrià,25182,0
081764,Pujalt,06,Anoia,08176,0
081770,"Quar, la",14,Berguedà,08177,0
171426,Quart,20,Gironès,17142,0
170433,Queralbs,31,Ripollès,17043,0
431205,Querol,01,Alt Camp,43120,0
171432,Rabós,02,Alt Empordà,17143,0
081786,Rajadell,07,Bages,08178,0
431362,"Ràpita, la",22,Montsià,43136,0
431212,Rasquera,30,Ribera d'Ebre,43121,0
171447,Regencós,10,Baix Empordà,17144,0
081799,Rellinars,40,Vallès Occidental,08179,0
431227,Renau,36,Tarragonès,43122,0
431233,Reus,08,Baix Camp,43123,1
251832,Rialp,26,Pallars Sobirà,25183,0
431248,"Riba, la",01,Alt Camp,43124,0
431251,Riba-roja d'Ebre,30,Ribera d'Ebre,43125,0
259059,Ribera d'Ondara,32,Segarra,25905,0
251850,Ribera d'Urgellet,04,Alt Urgell,25185,1
171450,Ribes de Freser,31,Ripollès,17145,0
171463,Riells i Viabrea,34,Selva,17146,0
431264,"Riera de Gaià, la",36,Tarragonès,43126,0
251863,Riner,35,Solsonès,25186,0
171479,Ripoll,31,Ripollès,17147,1
081803,Ripollet,40,Vallès Occidental,08180,1
259139,Riu de Cerdanya,15,Cerdanya,25913,0
171485,Riudarenes,34,Selva,17148,0
171498,Riudaura,19,Garrotxa,17149,0
431270,Riudecanyes,08,Baix Camp,43127,0
431286,Riudecols,08,Baix Camp,43128,0
171501,Riudellots de la Selva,34,Selva,17150,0
431299,Riudoms,08,Baix Camp,43129,0
171518,Riumors,02,Alt Empordà,17151,0
081810,"Roca del Vallès, la",41,Vallès Oriental,08181,0
431303,Rocafort de Queralt,16,Conca de Barberà,43130,0
431310,Roda de Berà,36,Tarragonès,43131,0
081831,Roda de Ter,24,Osona,08183,0
431325,Rodonyà,01,Alt Camp,43132,0
431331,Roquetes,09,Baix Ebre,43133,1
171523,Roses,02,Alt Empordà,17152,1
251898,Rosselló,33,Segrià,25189,0
431346,"Rourell, el",01,Alt Camp,43134,0
081846,Rubí,40,Vallès Occidental,08184,1
081859,Rubió,06,Anoia,08185,0
171539,Rupià,10,Baix Empordà,17153,0
089019,Rupit i Pruit,24,Osona,08901,0
081878,Sabadell,40,Vallès Occidental,08187,1
081884,Sagàs,14,Berguedà,08188,0
251902,Salàs de Pallars,25,Pallars Jussà,25190,0
081901,Saldes,14,Berguedà,08190,0
171544,Sales de Llierca,19,Garrotxa,17154,0
081918,Sallent,07,Bages,08191,1
431359,Salomó,36,Tarragonès,43135,0
439057,Salou,36,Tarragonès,43905,1
171557,Salt,20,Gironès,17155,1
251919,Sanaüja,32,Segarra,25191,0
081944,Sant Adrià de Besòs,13,Barcelonès,08194,1
081957,Sant Agustí de Lluçanès,24,Osona,08195,0
081960,Sant Andreu de la Barca,11,Baix Llobregat,08196,1
081976,Sant Andreu de Llavaneres,21,Maresme,08197,0
171576,Sant Andreu Salou,20,Gironès,17157,0
171833,Sant Aniol de Finestres,19,Garrotxa,17183,0
081982,Sant Antoni de Vilamajor,41,Vallès Oriental,08198,0
081995,Sant Bartomeu del Grau,24,Osona,08199,0
082009,Sant Boi de Llobregat,11,Baix Llobregat,08200,1
082016,Sant Boi de Lluçanès,24,Osona,08201,0
082037,Sant Cebrià de Vallalta,21,Maresme,08203,0
082021,Sant Celoni,41,Vallès Oriental,08202,0
082042,Sant Climent de Llobregat,11,Baix Llobregat,08204,1
171582,Sant Climent Sescebes,02,Alt Empordà,17158,0
082055,Sant Cugat del Vallès,40,Vallès Occidental,08205,1
082068,Sant Cugat Sesgarrigues,03,Alt Penedès,08206,1
251961,Sant Esteve de la Sarga,25,Pallars Jussà,25196,0
082074,Sant Esteve de Palautordera,41,Vallès Oriental,08207,0
082080,Sant Esteve Sesrovires,11,Baix Llobregat,08208,1
171595,Sant Feliu de Buixalleu,34,Selva,17159,0
082107,Sant Feliu de Codines,41,Vallès Oriental,08210,0
171609,Sant Feliu de Guíxols,10,Baix Empordà,17160,1
082114,Sant Feliu de Llobregat,11,Baix Llobregat,08211,1
171616,Sant Feliu de Pallerols,19,Garrotxa,17161,0
082129,Sant Feliu Sasserra,07,Bages,08212,0
171621,Sant Ferriol,19,Garrotxa,17162,0
082093,Sant Fost de Campsentelles,41,Vallès Oriental,08209,1
082135,Sant Fruitós de Bages,07,Bages,08213,0
171637,Sant Gregori,20,Gironès,17163,1
251924,Sant Guim de Freixenet,32,Segarra,25192,0
251977,Sant Guim de la Plana,32,Segarra,25197,0
171642,Sant Hilari Sacalm,34,Selva,17164,0
082153,Sant Hipòlit de Voltregà,24,Osona,08215,1
081939,Sant Iscle de Vallalta,21,Maresme,08193,0
439023,Sant Jaume d'Enveja,22,Montsià,43902,0
082166,Sant Jaume de Frontanyà,14,Berguedà,08216,0
171655,Sant Jaume de Llierca,19,Garrotxa,17165,0
431378,Sant Jaume dels Domenys,12,Baix Penedès,43137,0
171674,Sant Joan de les Abadesses,31,Ripollès,17167,0
171680,Sant Joan de Mollet,20,Gironès,17168,0
082188,Sant Joan de Vilatorrada,07,Bages,08218,1
082172,Sant Joan Despí,11,Baix Llobregat,08217,1
171851,Sant Joan les Fonts,19,Garrotxa,17185,1
171668,Sant Jordi Desvalls,20,Gironès,17166,0
089030,Sant Julià de Cerdanyola,14,Berguedà,08903,0
171693,Sant Julià de Ramis,20,Gironès,17169,1
082205,Sant Julià de Vilatorta,24,Osona,08220,1
179032,Sant Julià del Llor i Bonmatí,34,Selva,17903,0
082212,Sant Just Desvern,11,Baix Llobregat,08221,1
082227,Sant Llorenç d'Hortons,03,Alt Penedès,08222,0
171714,Sant Llorenç de la Muga,02,Alt Empordà,17171,0
251930,Sant Llorenç de Morunys,35,Solsonès,25193,0
082233,Sant Llorenç Savall,40,Vallès Occidental,08223,0
082251,Sant Martí d'Albars,43,Lluçanès,08225,0
082248,Sant Martí de Centelles,24,Osona,08224,0
171729,Sant Martí de Llémena,20,Gironès,17172,0
259025,Sant Martí de Riucorb,38,Urgell,25902,0
082264,Sant Martí de Tous,06,Anoia,08226,0
082270,Sant Martí Sarroca,03,Alt Penedès,08227,1
082286,Sant Martí Sesgueioles,06,Anoia,08228,0
171735,Sant Martí Vell,20,Gironès,17173,0
082299,Sant Mateu de Bages,07,Bages,08229,0
171740,Sant Miquel de Campmajor,28,Pla de l'Estany,17174,0
171753,Sant Miquel de Fluvià,02,Alt Empordà,17175,0
171766,Sant Mori,02,Alt Empordà,17176,0
171772,Sant Pau de Segúries,31,Ripollès,17177,0
082310,Sant Pere de Ribes,17,Garraf,08231,1
082325,Sant Pere de Riudebitlles,03,Alt Penedès,08232,0
082331,Sant Pere de Torelló,24,Osona,08233,0
082346,Sant Pere de Vilamajor,41,Vallès Oriental,08234,0
171788,Sant Pere Pescador,02,Alt Empordà,17178,0
081897,Sant Pere Sallavinera,06,Anoia,08189,0
082359,Sant Pol de Mar,21,Maresme,08235,0
082362,Sant Quintí de Mediona,03,Alt Penedès,08236,0
082378,Sant Quirze de Besora,24,Osona,08237,0
082384,Sant Quirze del Vallès,40,Vallès Occidental,08238,1
082397,Sant Quirze Safaja,42,Moianès,08239,0
251945,Sant Ramon,32,Segarra,25194,0
082401,Sant Sadurní d'Anoia,03,Alt Penedès,08240,0
082418,Sant Sadurní d'Osormort,24,Osona,08241,0
080983,Sant Salvador de Guardiola,07,Bages,08098,0
082628,Sant Vicenç de Castellet,07,Bages,08262,0
082649,Sant Vicenç de Montalt,21,Maresme,08264,0
082652,Sant Vicenç de Torelló,24,Osona,08265,0
082634,Sant Vicenç dels Horts,11,Baix Llobregat,08263,1
431384,Santa Bàrbara,22,Montsià,43138,0
082439,Santa Cecília de Voltregà,24,Osona,08243,0
082444,Santa Coloma de Cervelló,11,Baix Llobregat,08244,1
171805,Santa Coloma de Farners,34,Selva,17180,0
082457,Santa Coloma de Gramenet,13,Barcelonès,08245,1
431397,Santa Coloma de Queralt,16,Conca de Barberà,43139,0
171812,Santa Cristina d'Aro,10,Baix Empordà,17181,1
082460,Santa Eugènia de Berga,24,Osona,08246,1
082476,Santa Eulàlia de Riuprimer,24,Osona,08247,0
082482,Santa Eulàlia de Ronçana,41,Vallès Oriental,08248,0
082495,Santa Fe del Penedès,03,Alt Penedès,08249,0
171827,Santa Llogaia d'Àlguema,02,Alt Empordà,17182,0
082508,Santa Margarida de Montbui,06,Anoia,08250,1
082515,Santa Margarida i els Monjos,03,Alt Penedès,08251,1
082589,Santa Maria d'Oló,42,Moianès,08258,0
082536,Santa Maria de Besora,24,Osona,08253,0
082567,Santa Maria de Martorelles,41,Vallès Oriental,08256,1
082554,Santa Maria de Merlès,14,Berguedà,08255,0
082573,Santa Maria de Miralles,06,Anoia,08257,0
082592,Santa Maria de Palautordera,41,Vallès Oriental,08259,0
431401,Santa Oliva,12,Baix Penedès,43140,1
171848,Santa Pau,19,Garrotxa,17184,1
082606,Santa Perpètua de Mogoda,40,Vallès Occidental,08260,1
082613,Santa Susanna,21,Maresme,08261,0
081923,Santpedor,07,Bages,08192,0
431423,Sarral,16,Conca de Barberà,43142,0
171864,Sarrià de Ter,20,Gironès,17186,1
252017,Sarroca de Bellera,25,Pallars Jussà,25201,0
252000,Sarroca de Lleida,33,Segrià,25200,0
171870,"Saus, Camallera i Llampaies",02,Alt Empordà,17187,0
431439,Savallà del Comtat,16,Conca de Barberà,43143,0
431444,"Secuita, la",36,Tarragonès,43144,0
171886,"Selva de Mar, la",02,Alt Empordà,17188,0
431457,"Selva del Camp, la",08,Baix Camp,43145,0
431460,Senan,16,Conca de Barberà,43146,0
430445,"Sénia, la",22,Montsià,43044,0
252022,Senterada,25,Pallars Jussà,25202,0
250352,"Sentiu de Sió, la",23,Noguera,25035,0
082671,Sentmenat,40,Vallès Occidental,08267,1
171903,Serinyà,28,Pla de l'Estany,17190,0
252043,Seròs,33,Segrià,25204,1
171910,Serra de Daró,10,Baix Empordà,17191,0
171925,Setcases,31,Ripollès,17192,0
252038,"Seu d'Urgell, la",04,Alt Urgell,25203,1
082690,Seva,24,Osona,08269,0
252056,Sidamon,27,Pla d'Urgell,25205,0
171931,Sils,34,Selva,17193,0
082704,Sitges,17,Garraf,08270,1
170524,Siurana,02,Alt Empordà,17052,0
082711,Sobremunt,43,Lluçanès,08271,0
252069,"Soleràs, el",18,Garrigues,25206,0
431476,Solivella,16,Conca de Barberà,43147,0
252075,Solsona,35,Solsonès,25207,1
082726,Sora,24,Osona,08272,0
252081,Soriguera,26,Pallars Sobirà,25208,0
252094,Sort,26,Pallars Sobirà,25209,1
252108,Soses,33,Segrià,25210,1
082732,Subirats,03,Alt Penedès,08273,0
252115,Sudanell,33,Segrià,25211,0
252120,Sunyer,33,Segrià,25212,0
082747,Súria,07,Bages,08274,0
171946,Susqueda,34,Selva,17194,0
082763,Tagamanent,41,Vallès Oriental,08276,0
082779,Talamanca,07,Bages,08277,0
252154,Talarn,25,Pallars Jussà,25215,1
252167,Talavera,32,Segarra,25216,0
171959,"Tallada d'Empordà, la",10,Baix Empordà,17195,0
082785,Taradell,24,Osona,08278,0
431482,Tarragona,36,Tarragonès,43148,1
252173,Tàrrega,38,Urgell,25217,1
252189,Tarrés,18,Garrigues,25218,0
252192,Tarroja de Segarra,32,Segarra,25219,0
082750,Tavèrnoles,24,Osona,08275,0
082802,Tavertet,24,Osona,08280,0
082819,Teià,21,Maresme,08281,0
252206,Térmens,23,Noguera,25220,0
171962,Terrades,02,Alt Empordà,17196,0
082798,Terrassa,40,Vallès Occidental,08279,1
082824,Tiana,21,Maresme,08282,1
252213,Tírvia,26,Pallars Sobirà,25221,0
252228,Tiurana,23,Noguera,25222,0
431495,Tivenys,09,Baix Ebre,43149,0
431508,Tivissa,30,Ribera d'Ebre,43150,0
082830,Tona,24,Osona,08283,0
252234,Torà,35,Solsonès,25223,0
082845,Tordera,21,Maresme,08284,0
082858,Torelló,24,Osona,08285,0
252249,"Torms, els",18,Garrigues,25224,0
252252,Tornabous,38,Urgell,25225,0
252271,"Torre de Cabdella, la",25,Pallars Jussà,25227,0
082861,"Torre de Claramunt, la",06,Anoia,08286,0
431515,"Torre de Fontaubella, la",29,Priorat,43151,0
431520,"Torre de l'Espanyol, la",30,Ribera d'Ebre,43152,0
252332,Torre-serona,33,Segrià,25233,0
252265,Torrebesses,33,Segrià,25226,0
431536,Torredembarra,36,Tarragonès,43153,0
252287,Torrefarrera,33,Segrià,25228,0
259078,Torrefeta i Florejacs,32,Segarra,25907,0
252304,Torregrossa,27,Pla d'Urgell,25230,0
252311,Torrelameu,23,Noguera,25231,0
082877,Torrelavit,03,Alt Penedès,08287,0
082883,Torrelles de Foix,03,Alt Penedès,08288,1
082896,Torrelles de Llobregat,11,Baix Llobregat,08289,1
171978,Torrent,10,Baix Empordà,17197,0
252326,Torres de Segre,33,Segrià,25232,1
171984,Torroella de Fluvià,02,Alt Empordà,17198,0
171997,Torroella de Montgrí,10,Baix Empordà,17199,0
431541,Torroja del Priorat,29,Priorat,43154,0
172001,Tortellà,19,Garrotxa,17200,0
431554,Tortosa,09,Baix Ebre,43155,1
172018,Toses,31,Ripollès,17201,0
172023,Tossa de Mar,34,Selva,17202,0
252347,Tremp,25,Pallars Jussà,25234,1
172044,Ullà,10,Baix Empordà,17204,0
082900,Ullastrell,40,Vallès Occidental,08290,0
172057,Ullastret,10,Baix Empordà,17205,0
431567,Ulldecona,22,Montsià,43156,0
431573,Ulldemolins,29,Priorat,43157,0
172039,Ultramort,10,Baix Empordà,17203,0
172060,Urús,15,Cerdanya,17206,0
082917,Vacarisses,40,Vallès Occidental,08291,0
170144,"Vajol, la",02,Alt Empordà,17014,0
172076,"Vall d'en Bas, la",19,Garrotxa,17207,1
172082,"Vall de Bianya, la",19,Garrotxa,17208,1
250432,"Vall de Boí, la",05,Alta Ribagorça,25043,0
259010,Vall de Cardós,26,Pallars Sobirà,25901,0
172095,Vall-llobrega,10,Baix Empordà,17209,1
082922,Vallbona d'Anoia,06,Anoia,08292,0
252385,Vallbona de les Monges,38,Urgell,25238,0
082938,Vallcebre,14,Berguedà,08293,0
431589,Vallclara,16,Conca de Barberà,43158,0
252402,Vallfogona de Balaguer,23,Noguera,25240,0
171707,Vallfogona de Ripollès,31,Ripollès,17170,0
431592,Vallfogona de Riucorb,16,Conca de Barberà,43159,0
082943,Vallgorguina,41,Vallès Oriental,08294,0
082956,Vallirana,11,Baix Llobregat,08295,1
431606,Vallmoll,01,Alt Camp,43160,0
082969,Vallromanes,41,Vallès Oriental,08296,1
431613,Valls,01,Alt Camp,43161,1
259062,"Valls d'Aguilar, les",04,Alt Urgell,25906,0
252398,"Valls de Valira, les",04,Alt Urgell,25239,1
431628,Vandellòs i l'Hospitalet de l'Infant,08,Baix Camp,43162,0
259097,"Vansa i Fórnols, la",04,Alt Urgell,25909,0
082975,Veciana,06,Anoia,08297,0
431634,"Vendrell, el",12,Baix Penedès,43163,1
172109,Ventalló,02,Alt Empordà,17210,0
252424,Verdú,38,Urgell,25242,0
172116,Verges,10,Baix Empordà,17211,0
431649,Vespella de Gaià,36,Tarragonès,43164,0
082981,Vic,24,Osona,08298,1
172121,Vidrà,24,Osona,17212,0
172137,Vidreres,34,Selva,17213,0
252430,Vielha e Mijaran,39,Aran,25243,1
431704,Vila-rodona,01,Alt Camp,43170,0
172305,Vila-sacra,02,Alt Empordà,17230,0
252521,Vila-sana,27,Pla d'Urgell,25252,0
431711,Vila-seca,36,Tarragonès,43171,1
431652,Vilabella,01,Alt Camp,43165,0
172142,Vilabertran,02,Alt Empordà,17214,0
172155,Vilablareix,20,Gironès,17215,1
082994,Vilada,14,Berguedà,08299,0
172174,Viladamat,02,Alt Empordà,17217,0
172168,Viladasens,20,Gironès,17216,0
083015,Viladecans,11,Baix Llobregat,08301,1
083008,Viladecavalls,40,Vallès Occidental,08300,0
172180,Vilademuls,28,Pla de l'Estany,17218,0
172207,Viladrau,24,Osona,17220,0
172214,Vilafant,02,Alt Empordà,17221,1
083054,Vilafranca del Penedès,03,Alt Penedès,08305,1
252445,Vilagrassa,38,Urgell,25244,0
172235,Vilajuïga,02,Alt Empordà,17223,0
431750,Vilalba dels Arcs,37,Terra Alta,43175,0
083067,Vilalba Sasserra,41,Vallès Oriental,08306,0
252458,Vilaller,05,Alta Ribagorça,25245,0
172240,Vilallonga de Ter,31,Ripollès,17224,0
431665,Vilallonga del Camp,36,Tarragonès,43166,0
172253,Vilamacolum,02,Alt Empordà,17225,0
172266,Vilamalla,02,Alt Empordà,17226,0
172272,Vilamaniscle,02,Alt Empordà,17227,0
252477,Vilamòs,39,Aran,25247,0
172288,Vilanant,02,Alt Empordà,17228,0
431671,Vilanova d'Escornalbou,08,Baix Camp,43167,0
252483,Vilanova de Bellpuig,27,Pla d'Urgell,25248,1
252496,Vilanova de l'Aguda,23,Noguera,25249,0
252542,Vilanova de la Barca,33,Segrià,25254,0
252509,Vilanova de Meià,23,Noguera,25250,0
431687,Vilanova de Prades,16,Conca de Barberà,43168,0
083036,Vilanova de Sau,24,Osona,08303,0
252516,Vilanova de Segrià,33,Segrià,25251,0
083020,Vilanova del Camí,06,Anoia,08302,1
089024,Vilanova del Vallès,41,Vallès Oriental,08902,1
083073,Vilanova i la Geltrú,17,Garraf,08307,1
431690,Vilaplana,08,Baix Camp,43169,0
082140,Vilassar de Dalt,21,Maresme,08214,1
082191,Vilassar de Mar,21,Maresme,08219,1
172229,Vilaür,02,Alt Empordà,17222,0
431726,Vilaverd,16,Conca de Barberà,43172,0
431732,"Vilella Alta, la",29,Priorat,43173,0
431747,"Vilella Baixa, la",29,Priorat,43174,0
172333,Vilobí d'Onyar,34,Selva,17233,0
083041,Vilobí del Penedès,03,Alt Penedès,08304,1
172327,Vilopriu,10,Baix Empordà,17232,0
252537,"Vilosell, el",18,Garrigues,25253,0
431763,Vimbodí i Poblet,16,Conca de Barberà,43176,0
252555,Vinaixa,18,Garrigues,25255,0
431779,Vinebre,30,Ribera d'Ebre,43177,0
431785,Vinyols i els Arcs,08,Baix Camp,43178,0
083089,Viver i Serrateix,14,Berguedà,08308,0
430521,Xerta,09,Baix Ebre,43052,0
